_unit_id,airline_sentiment,text
681452812,negative,@united broke my suitcase &amp
681452813,negative,@united How do you have a scheduled flight WITH NO CREW? Is there a competent person working at this airline?
681452814,negative,@united can you help 689 in Chicago get to a gate. Freezing on a runway seems like a crappy thing to do at 9pm
681452815,neutral,"@united @HiltonWorldwide @Caravannyc @MaysvilleNYC 
Let's go! Join me on my first trip back to NYC��_as a tourist: 
http://t.co/egaEjtRGLb"
681452816,negative,@united thanks KP.  What's going on w/4840 tonight.  Bad update online and phone. Can't u give customers good info. Not waste their time?!
681452817,positive,@united just got my lost Kindle in the mail! Thanks again.
681452818,neutral,@united is z and d code airfare refundable?
681452819,neutral,"@united no, didn't notice I was 38A until start of boarding. Assumed I was 8E. By time boarding started, GAs had cleared standbys, full flt"
681452820,negative,@united 4840 You knew this flight was delayed! MHT to ALB to EWR to get crew. Your arrival is Late Flightr than the departure! Update your site!
681452821,negative,@united 4840 WTF! Why can't you update your times in a timely manner? You've known the fight was more delayed! Ur service is awful! @CNN
681452822,neutral,@united Want to book a multi-city fare. Have miles for 1of 2 flights. An option to pay for 1st flight with miles +2nd with UMP Visa? Thanks!
681452823,negative,@united waiting on plane so long missed my connecting flight it left early. That's the last flight out tonight. HELP http://t.co/hBsJ2sF17h
681452824,negative,@united ORD Gate C25 and Flt 619-  remember when customers were valuable? Is it so hard to be nice to someone lugging a guitar &amp
681452825,negative,@united WORST SERVICE EVER. Denied access to our flight and then moved flight 6 times. How hard is it to schedule a gate? @Delta next time.
681452826,negative,"@united I'm in Denver, my bag is in San Jose. See something wrong here."
681452827,negative,@united you know it's bad when you're praying your connecting flight is delayed because of an hour delay on the first flight #JustGetMeHome
681452828,negative,"@united playing hide and seek with the gate. ""We can't find it, it should only be a few more minutes."""
681452829,negative,"@united so our flight into ORD was delayed because of Air Force One, but the last flight to SBN is at 8:20, 5 mins from now we just landed."
681452830,neutral,@united your flights are really cheap what's the catch
681452831,neutral,@united LGJW7B. I voluntarily rerouted
681452833,negative,@united 5.5hrs Late Flightr and you still can't figure it out. Random text updates. #embarrassing #ua3728 http://t.co/vFTUyJh45X
681452834,negative,@united stop picking on us #CLE http://t.co/VTqE8m1L3i
681452836,negative,"@united booked flight in sept to get best price for April to usa, checked now and they are ���67 cheaper, what a con unhappy customer #ripoff"
681452837,negative,@united too big to properly manage flight times. There is such a thing as being on time. Or at least prepared with a gate when we land!
681452839,negative,@united I'd rather have the truth about my flight than be forced to sit here all day. Trying to get home to this. http://t.co/U69fAfqhsF
681452841,positive,@united Leaving soon. Thanks!
681452842,negative,@united another #DELAYED day. #Delayed outbound. #delayed inbound and now waiting at EWR for a gate to be ready. how is it not ready!??
681452844,negative,@united Cancelled Flighted my mileage plus award reservation G6455C same day. Have yet to see my miles back despite agent confirmation.
681452846,neutral,@united my partner and I booked individual reservations for same flight. I have Pr. Silver -- can he share my premier privileges somehow?
681452847,negative,@united 3 Gate changes in 30 minutes for flight to Roanoke and flight to sous falls in O'hare... Painful
681452849,negative,@united this is nuts they said a flight was on the ground now it's still in Albany and they won't have a plane.  Someone is compensating me
681452851,negative,"@united Doumented via link. However, now that it has been over four months with no response, what do you suggest? Or shall I not expect one?"
681452852,negative,@united WHAT?! Y'all have zero concept of customer service. Oh...and now my connection is delayed too!
681452854,negative,".@united just curious why you'd board a flight without a pilot. Seems crucial to the flight process, no?"
681452855,neutral,@united sent DM's
681452857,negative,@united just changed again.  This is crazy! #YourAgentsHaveNoClue http://t.co/A37N3oHOKL
681452860,negative,@united Never can get a flight out on time. 4 hour delay earlier another hour delay on my connecting flight. Makes 10 straight delays
681452861,negative,@united b/c of your delay now you are oversold by 14 passengers?!??? This is a mess! What are you going to do to compensate?
681452863,negative,@united - blamed weather lol 78 no wind and not a cloud in the sky!! Delayed both ways 4x!! RU kidding me to charge me for 1.5lb w/8 delays?
681452864,negative,@united be worse?oh you can't! delayed with no reason on the way to Lon
681452866,negative,@united flight 4841...3 gate changes on top of this.  Really hoping you can compensate with some points/mileage to my account!
681452867,negative,@united should contact me and the others on my flight who can't get their website to work. None of our info is valid! http://t.co/3zpJr7kWbk
681452870,negative,@united over an hour stuck and still not off the plane. Total failure by you and your partners in ensuring the best customer experience.
681452872,neutral,@United line up @iah #IAH @AirlineGeeks #avgeek http://t.co/dJHXvJT201
681452873,negative,@united silence is very telling
681452875,negative,@united thanks for the 2hr delay and then no ground crew when we landed. At least you didn't break my http://t.co/GCWVFuopl2
681452877,neutral,@united Bought a round trip to Chicago two days ago...today the same flight is half that! Is there any way for me to get that discount??
681452879,negative,@united Am I illiterate or is there a magic code to make your customer service site work? http://t.co/t4gcKs2bh5
681452881,negative,"@united worst airline ever! Staff is nasty, wifi down bags are delayed due to weather?? And now the belt is broken. Selling UAL stock in AM"
681452883,neutral,@United Stars and Bars @iah #A320 @airlineguys @AirlineGeeks #avgeek http://t.co/mWSoGUC33p
681452884,negative,@united I'm confused. After your @Dulles_Airport agents directed us to go to your website after DELAYS nothing works! http://t.co/cypRHe5GOK
681452886,positive,"@united Had wonderful, on time flights from OGG to MSN Lost RX eyeglasses (thick) in the Admiral Club in Chicago this morning. Found?"
681452888,negative,@united 50 minute wait...still at the gate with a broken jetway. Might miss connection
681452890,negative,���@united: @RobCNYC See information on our boarding process: http://t.co/gBIw9ugFNm ^KP�۝. I get group 1&amp
681452892,neutral,@united in Bogota with no wallet is no fun. :-(
681452894,negative,@united Lost my wallet on flight 1007 yesterday from Houston to Bogota. Filled out your online form. No response yet.
681452895,negative,@united one hour after departure time and still no update!
681452897,negative,@united I am now following you and see that I am not the only one experiencing and noticing a substantial downgrade in service post merger
681452898,negative,@united 40+ minutes waiting at the gate for the broken jetway. Different gate maybe?
681452900,negative,@united how can you never got a flight from austin to Houston in time for a connection ever? Ever!
681452902,positive,"@united got it right with the safety demonstration! Corporate but funny, reserved but NOT CORNY  as a��_ http://t.co/lwOtKIEKGU"
681452903,negative,@united now sitting on the tarmac for a half hour after landing because your jetway is broken. #2daysofunitedfailures #1thingafteranother
681452905,negative,@united look at the Twitter history - as usual service non existent
681452907,positive,@united thanks for the reply. I have been in contact with Customer Care to get clarification on this issue.
681452908,neutral,@united I will give it a couple more weeks. Thank you.
681452909,negative,@united make sure you make Cancelled Flighted flight baggage and upgrade fees seem like a labyrinth so that you might be able to swindle a few $ more
681452910,negative,"@united How is this considered ""on time"" if it's arriving at destination half hour Late Flightr than scheduled? http://t.co/YMFTw1uyHr"
681452912,negative,"@united thanks for trying to take my money without notice. In any other industry, you Cancelled Flight a service, a refund is issued. Cont��_"
681452914,negative,@united And there is no direct phone number for status match desk? I really regret Flight Booking Problems with @united now.
681452916,negative,@united yet again you disappoint. Sitting at IAD for UA3728 for 3.5hrs and you can't seem to know why the plane hasn't left Albany. #Fail
681452917,negative,@united still sitting here waiting for a plane....4 hours wasted
681452919,positive,@united thanks for the help. Wish the phone reps could be so accomidating
681452921,negative,"@united line is just getting longer and moving slower. Lady working the counter is doing great, she just needs help. #customerservicefail"
681452922,negative,@united an update on flight 5979 would be great!
681452924,negative,@united wasting time at baggage claim thanks to your dfw ground crew who checked my bag in without actually checking for space #frustrated
681452926,negative,@united what is the problem with your flights to ny today
681452927,negative,@united flight was too heavy so had to fly BACK to Palm Springs (after being in the air for 30 mins)
681452931,negative,@united Your boarding process sucks. You should learn from @SouthwestAir
681452932,negative,"@united ouch, delays due to mechanical issues again QRO will have to wait! Yall seem to be falling apart #alwaysdelayed #unitedfail"
681452934,negative,@united my fingers are crossed that they are more capable of getting baggage from point A-&gt
681452935,negative,"@united What happened this afternoon? Huge amt of incoming planes to SFO delayed over 1-2 hours.
Frustrating!"
681452937,negative,@united not about being on my way or impatience on my part...it's about you being untruthful and not having proper systems in place
681452939,negative,@united can you maybe have more than 1 person working customer service desk in Houston airport? Line 3 rows deep 1 person working
681452942,positive,"@united I'll stick with my United flight. Thanks, though. Effort is much appreciated."
681452943,negative,"@united  Your survey is too long.  I fly a lot of segments and I'll fill it out after every trip, but not if it takes more than a minute."
681452945,negative,@united can you you think about hiring some baggage attendants at EWR? Been waiting for bags for 1 hr. United = overcharged&amp
681452947,positive,"@united Fair enough. I don't usually rant, but it's good to know someone's listening. :)"
681452949,negative,@united are you telling me that you are now Cancelled Flighting my flight ??
681452950,negative,@united would be hard to be worse than last time but I'm sure you'll give it a shot
681452952,positive,@united Thank you for the Delta transfer. Will my bags go too?
681452954,positive,���@united: @SonyaSloanMD Happy to have had you on board. Please share details here: http://t.co/2TrgEMteBZ ^KP�۝ Done!
681452955,negative,@united service staff to is less than friendly!
681452957,neutral,@united happens every time in and out of Newark.
681452958,negative,@united Can you transfer my bags too?
681452960,negative,@united I am a comedian and I promise I will make fun of you on stage tonight.
681452962,negative,"@united tried to and got through the whole 2,000 characters and I was not even done."
681452963,positive,@united we were able to get on the moon flight! Just got to our hotel in Puerto Rico! Thank you!
681452965,negative,@united you had us REBOARD without the captain.  So now we'll be sitting in here for another 20+ min? http://t.co/EEReKDf9Fq
681452967,negative,@united On flight 1712 to Houston delayed duecto engine trouble. Willl you hold my connection to Argentina at Houston since I'm Late Flight now?
681452968,positive,@united @annricord Great! Appreciate it_��_
681452970,positive,"@united I was well taken care of, thanks. I've already been sent a survey request &amp; I'll share my positive experience (despite delay)"
681452972,positive,@united thanks! Everything a-ok now.
681452973,positive,@united DM sent. Thanks so much for the strong customer service!!
681452975,negative,@united just delayed my flight to SLC by 2.5 hours. What gives? #snowforce
681452977,positive,@united ok thanks. I sent you a DM too. You can disregard that.
681452980,positive,@united So excited I was put on an earlier flight to get home! Woo Hoo! #travel _�_�_�_�_�_�
681452981,negative,@united your airline is a joke. 1 person working special services at EWR?!? Line is 15 ppl deep. GROW UP!
681452983,negative,@united More concerned that you close a club I paid alot for at 10.  Last flight 11:15p.  The construction going on is very inconvenient.
681452985,positive,@united perfect! Thank you!
681452987,negative,@united care less about the person - although he walked away while I was complaining.  A man at 10p at LAX club.  More.....
681452988,negative,@united smiling? NOT!!
681452990,negative,"@united worst airline in the world-8 delays, gate agent loses her mind over 1.5 lbs and charges me $100 on top of the $25 I already paid!!"
681452992,neutral,@united will I make it with the delay?
681452994,negative,@united @bwood we'd prefer everyone hear our complaints amount your airline
681452996,negative,@united why do you bother surveying me!
681452997,neutral,@united  I'm on standby for my connecting flight. 1st on the list.  NudgeNudge I'm told there are four slots open. Save it for me.  Please.
681452999,negative,@united worst airline ever after 70+ legs of travel I am officially done.  On time is not in their vocab.  I'm taking my premier status to A
681453001,neutral,@united looking back - never heard from anyone - I had to call and frankly got standard SOP - still think about it today
681453002,negative,@united Donna and Juan still the best in the United Club_ too bad UAL does not get it
681453004,neutral,@united I am on 1528 and my connecting flight is 909
681453005,neutral,@united Just got interrogated at the United Club Chicago. #UnitedAirlines #rude #PoorForm
681453007,negative,@united I just want to contact someone with a question &amp
681453008,neutral,@united can I access Frankfurt arrival lounge when I'm flying global first class?
681453010,negative,"@united keeps delaying my flight, horrible customer service"
681453011,positive,@united has the best pilots ever Thank you guys for the great trip #thatisall
681453013,negative,@united - I really down think downgrading the booze/food selections at the club is a good way to go.  How about you look @aircanada?
681453015,negative,@united You guys are atrocious.  Far better service as silver on Delta than you as a platinum.  I'll be switching back to delta.
681453017,positive,@united I will thank you!
681453018,positive,@united thanks for making sure they hear the message!
681453020,neutral,@united @NTrustOpen can i go  #GolfUnited
681453022,neutral,@united I got an email from cust. care for an issue I had offering me a voucher. How do I claim that? I emailed back but got no reply. DM me
681453023,negative,@united I have and been denied! I called and got hung up on. Did speaks with manager on second call
681453025,negative,"@united Club DEN, East or West, both are disgusting. http://t.co/XijYrPsLZK"
681453027,negative,@united installed and working are not the same. Kicked me out after an hour and wouldn't let me back in. Four wasted hours.
681453029,neutral,@united i would like to know if its possiable to checkin online or must it be done at Schiphol?
681453030,neutral,@united how do you go fr Silver Elite for two straight years to group 5 all the time?  I get no group 2 but maybe 3 or 4?  What's up?
681453032,negative,"@united that's what I tried to do, but when entering email into 2nd device made email typo. No way to fix it &amp; no option to log out/in!!!"
681453035,neutral,@united What delivery service do you use? I'd like to call them myself.
681453036,negative,@united so the 4-6hrs that you told me was what? A guess?? They've apparently had the bag 20hrs now and no call.
681453038,positive,@United  my home for the next 8.5 hrs. 777 GFC! :) http://t.co/MKpoGNntYC
681453040,positive,@united Thank you.
681453042,positive,"@united @perfectomobile I have to admit that not only the app is good but have lots of useful func (such the ""live"" seat map). Congrats"
681453044,negative,@united still waiting 4 our bags. Web STILL can't tell me its location . How come @UPS @FedEx can tell u at any given minute where it is?
681453045,negative,@united seriously? After waiting 2 hours on the plane for my 10:20 flight to leave at 3pm I have to leave the plane? Great. Just great.
681453047,positive,@united kind of cool to run into your boss man at SFO. http://t.co/bm9O2K5X5J
681453049,positive,@united Got a call. Bag is to be delivered tonight. Thanks for your reply!!
681453050,positive,@United Global First Class Lounge ORD menu. Yummy! http://t.co/egKvFoKogj
681453052,positive,@united pleasantly surprised with quality of service and flight.Flew LGA-CLE-DEN. Friendly crew. Love the concept of #byod #worksnicely
681453054,negative,"@united ""We like hearing from you."" So why haven't you replied to my tweet and/or email yet? https://t.co/caf2cx3gfi"
681453055,negative,@united Rude grouchy agent at Dulles check-in just got my 19 hour trip off to a lousy start. He needs a nap or something.
681453056,negative,@united 1k use to be special.  80 people in group one.   Why not board global AND 1k together? http://t.co/qd2lyUXAZg
681453057,negative,@united thats because you didnt read my entire tweet. Wife's 12pm flight is now delayed to 6:30.  Thats 3 6+ hour flight delays in 2 weeks
681453059,negative,@united As it always is. Helps to communicate to customers.
681453061,negative,@united I'm not as sure as you are. http://t.co/HSMpbSF4UF
681453062,negative,@united how does that help me with my customers that I couldn't meet with (and subsequently lost)?
681453064,positive,@united thank you. I will address it with them
681453066,negative,@united problem is on laptop not phone
681453067,negative,@united question - was given food vouchers but can't use on plane..how   come
681453069,neutral,@united it's cool. I didn't need to go to work today. Or get home to make sure my house is ok in the -30 wind chill.
681453071,neutral,@united please reroute Oregon Women's Tennis to Santa Barbara. There's supposedly another connection from LA.
681453072,negative,@united the wifi in the ewr lounge reminds me of the old days of dial up
681453074,negative,@united needs to pay for my car. I could have been on my flight if 4 help desks did not say it already left. Shame.
681453076,negative,@united too long for 140 characters
681453078,negative,@united Bos-SF was in between waivers. Business Cancelled Flighted due to weather before/after. No flexibility/compassion in extreme circumstances = _���
681453079,negative,@united tried that already &amp
681453081,negative,@united I see you tweeting as little as 7 min ago. Are you just ignoring my CS request? #CantLogOutOfUnitedWifi
681453082,negative,@united or did you mean 24-26?
681453085,negative,@united has it been 4-6hrs yet?
681453086,negative,@united anyone awake? Paying for wifi on iPhone when need to be using it on laptop. Logout option for wifi in flight? Time is wasting!
681453088,negative,"@United does a great job of answering public messages. Direct private messages, not so much."
681453090,negative,@united I work in customer support- extremely saddened United won't waive change fee for flights I had to Cancelled Flight due to east coast storms.
681453091,negative,@united how's my refund coming along??
681453093,negative,@united ANOTHER F*CKING DELAY IN THE PAST 32 HOURS!?
681453095,neutral,@united online inchecking able in the Netherlands (ams)?
681453096,negative,@united 777 from SFO to HNL with ZERO entertainment systems???!!!#youareonyourown
681453098,negative,@united how do you log out of wifi in flight? Don't see any option and made typo when logging in. HELP!!
681453100,neutral,"@united When will you have special promotions for flights departing Newark, NJ to St. John's, Antigua?"
681453102,negative,@united flight UA5631 from SFO to Burbank has been delayed twice now. Still no plane in sight. Get it together.
681453104,negative,@united Just saying the truth. You don't even an email! #2015
681453106,negative,"@united MR, she's on her way now, but thought id detail the extravaganza for you... #dobetter #please http://t.co/V8PVpHMtZc"
681453108,neutral,@united Hi if a premium ec upgrade was paid for &amp
681453109,neutral,"@United, #deaffriendly? Getting there. Read your review on http://t.co/2Brt0aTHaU: http://t.co/WzNp5q1M0H"
681453111,negative,@united we followed the baggage rules on your website and was still charges $150. But only going one way
681453113,negative,@united I sent you a dm hours ago
681453114,negative,@united Need to track lost luggage being shipped to me. Need ph # for human. Not automated 800-335-2247.
681453116,neutral,@united DM the conf # to you - did you receive it?
681453118,negative,@united no it weighed 45.5 and it was the only checked bag
681453119,neutral,@united still waiting for a response on whether or not you allow use of a rear facing car seat on an ERJ145.
681453121,negative,"@united nonrefundable, hence I wrote $200! Doesn't make sense for my 150 credit. #nothanks"
681453123,negative,@united your website was down all day yesterday- tried 3x put all info in&amp
681453124,negative,@united you do realize my wife is waiting on a delayed flight at this very moment.  I'm not sure I understand your tweet.
681453126,negative,@united I'm a minor and freaking out bc I might not make my connecting flight to Hawaii so yes I'm frustrated
681453127,positive,@united so sorry. I ended up on US Air flight. Thank you though for getting back to me:)
681453129,negative,@united I have been denied. Not sure how you charge $150 one way then $25 on way hime
681453130,neutral,@united @estellevw does she need to complain on Twitter for the refund or is it auto-applied?
681453131,negative,"@united even so, change could not be made  online- instructed to call an agent- maybe the syastem should allow agents 2 link passengers!"
681453133,negative,@united Case ID 8544484
681453136,neutral,"@united no, I have a pricey Chase Mileage Plus CC."
681453137,negative,@united your Airbus a320 seats are awful. They don't recline.
681453139,negative,@united to DM you I have to follow you and I'm not doing that. Plus they're no more options. That's why I had to fly with you. #epicfail
681453140,positive,@United  great way to start my vacation with an on time departure! Looking forward to my global first class suite!
681453142,neutral,"@united I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn"
681453144,negative,@united - why am I sitting on this plane for an hour after scheduled takeoff without a cloud in the sky? #keepusguessing #isthisyourfirsttry
681453146,positive,@united Thank you for responding so promptly! I look forward to the 240 kms drive to the office to file a claim.
681453147,positive,@united that would be great
681453149,neutral,"@united Death in the family cannot make flight tomorrow. Phone rep quoted $440 per person fee, which is almost the cost of ticket. Help?"
681453150,negative,"@united of the airplane otherwise they would call the Police, because the flight had to take off before 12h30am"
681453153,negative,@united @perfectomobile huh?  I have sent 16 crash reports in Feb alone.  8 in one day.  Only app I have that consistently crashes.
681453154,negative,"@united I was abused , threatened and forced to travel in a lower cabine (last seat) in yesterday's flight from Houston to Sao Paulo"
681453156,positive,@united You're welcome.
681453158,negative,@united Contacted yesterday and was told that there's nothing they can do - they suggested I email for some compensation ??? cust service???
681453160,neutral,@united I'm a UA 1k. I think it's @iamtedking who was looking for help
681453161,neutral,@united  RES # 0167560070877     Fsqthg   Thanks
681453163,negative,"@united unfortunately, that doesn't help. Just an automated computer."
681453165,positive,@united flt 1583 EWR to SFO excellent service. Friendly flight attendants. made the 6AM flight a very good start to the day.
681453167,positive,@united Yes ! :D (Y) From @therealaviation on Instagram :)
681453169,neutral,@united @perfectomobile You really shouldn't use the word 'crashing.' Just sayin'.
681453170,negative,@united airlines delayed our flight on the way to Chicago and leaving Chicago. Next time @Delta it is.
681453172,negative,@united They inquire and then do nothing about it...pretend they�۪re interested. Responded to your DM and no response back...
681453174,neutral,"@united need assistance to change flight to get to an ailing parent..
have flight leaving Tuesday need to change ASAP to sooner #custserv"
681453176,negative,@united I must stop my relationship with you. You've become greedy and heartless and our long term relationship is over
681453177,negative,@united your customer service is lacking and you owe me a @GoPro camera. I also appreciate not being interrupted every time I speak Thanks
681453179,neutral,@united you need to follow me I order for me to DM....
681453181,negative,@united Can i get a refund? I would like to book on a better airline.
681453182,negative,@united whom can I call to discuss - as I was told that united has no phone contact with passengers  - this is absurd...
681453184,negative,@united messaged you as requested- and called your baggage team again. It's STILL in Newark. please help or let me know next steps!!
681453186,neutral,@united Airlines is changing #mileageplus program March 1 http://t.co/4ojE523PTw
681453188,neutral,@united There is only one club at LAX  - in terminal 7 across from gate 71
681453190,neutral,@united @perfectomobile Definately not an award for employer of the year #united13
681453192,negative,"@united I guess that's not the busiest route, so based on traffic/fuel costs, regional jet is the decision, but still not great 4 travelers."
681453193,negative,@united Flight delayed 40 minutes in ORD because plane didn�۪t have all the food. That should be fixed in the future. It�۪s a dumb delay.
681453196,neutral,"@united  Need to change flight from this Tuesday to sooner to attend to ailing parent in FL, Need help!! #custserv"
681453198,negative,@united need to chat with an actual human ASAP!
681453200,neutral,@united I have already emailed but I didn't know if it was more expedient to contact you here. Please advise. Thanks.
681453202,negative,"@united I got an email saying ""changes to my MileagePlus account are confirmed"" but I didn't make any changes. Help?"
681453203,neutral,@united yes when I landed.
681453204,positive,@united Joni did a great job on flight 5653 to LAX. Thanks for a great flight.
681453206,positive,@united So far so good. Just stepped down in Denver. Next Stop Portland!
681453207,negative,@united 3/10 disappointed in the service. Will be missing my connection after over an hour delay + cramped seats. At least their app is good
681453209,negative,@united what a joke. Hang up on customers!!
681453211,negative,@united Over charged me one way for baggage.find out others leaving Pittsburgh with same equipment weren't charged Just hung up on me!!
681453212,positive,@united #OrthoDoc on-call to in-flight! Glad to have been of service!
681453214,negative,"@united So publicly you asked for details on my flt. Sent you a DM, like you asked, and have yet (2 days) to hear from you. #unitedfail"
681453216,positive,@united flight attendant regains karma by giving big sweaty dad cold water. Guy was running &amp
681453218,negative,"@united really hoping to get some help here.  On my 5th attempt to get a resolution, and lost count of transfers.  help please! #mileageplus"
681453219,neutral,@united @iamtedking http://t.co/UCZzP9YpHk click lounges tab. Need to be flying on supported S/A airline
681453221,negative,@united I sent you a dm with my file reference number.. I just want to know if someone has located my bag even if it's not here yet.
681453223,positive,@united I just want shout out a thank the pilots and staff on the Feb 13 flight from Newark to Boston at 4:40pm.  They were super helpful!
681453224,negative,@united can you help from there? UA4935 can't take off without missing galley cart that no one can find. Pax all seated for last hour.
681453226,neutral,"@united For my Grandma Ella's 80th, she would love a birthday greeting from your flight crew! She was a stewardess for Eastern Airlines."
681453228,neutral,"@united is hiring - Flight Dispatcher - Chicago, IL (Network Operations Centerl) https://t.co/lio6oCpTEQ"
681453229,negative,"@united That doesn�۪t make any sense. I�۪ve been 1K for over 5 years, and you�۪re making it harder to keep me loyal."
681453231,neutral,@united have all 747-400s been updated with power outlets and seat-back TVs yet? Flying ORD to Tokyo-Narita on the 28th
681453234,negative,"@united I need you to get my cousin to PDX, she's on 2 days of travel now and we've had to hire other sitters til she arrives, thx for that"
681453235,positive,@united Keep the flights cheap and early/on time and you are good. Flew @AmericanAir  and Cancelled Flightled my flight 4 times last month. United&gt
681453237,negative,@united the Premier desk was able to rebook me with our friends at @AmericanAir. Only problem is now I have to pay for a checked bag :/
681453238,negative,"@united I did, and as I thought, nothing happened"
681453241,negative,@united I'm not booked on a 1:30 return flight..
681453242,negative,@united the flt TO ORD is correct.  Per my DM- it is the flight from ORD to CVG I was charged for incorrectly
681453244,negative,"@united You need to change the way customer service is handled! I have been waiting for a supervisor to contact me for 17 days, what gives?"
681453246,negative,@united I need to talk with an actual person about missing luggage. Please advise on how to make that happen.
681453247,negative,@united I know I can see that too but now estimated time of dep. is 10am. I don't understand why there wasn't a better estimate 3 hrs ago
681453249,neutral,@united any news?
681453251,negative,"@united ""where we trick you into making us look popular on Twitter by being the worst airline"" #wellplayed #jokesonus"
681453252,negative,@united why do I have to request refund? Why charge twice in first place?
681453254,negative,@united I'll be calling soon but going tomorrow like it shows on the app is not a good option
681453256,negative,@united I�۪ve filled out the form twice. No email. I have a lost item code. Can you verify it was received?
681453258,positive,@united message sent. Thank you!
681453260,negative,@united that's what I have been told. But refund doesn't really makeup for the inconvenience caused and the missed meeting... Does it?
681453262,neutral,"@united THIS IS THE  YEAR FOR VAN GOGH FANS TO VISIT EUROPE
http://t.co/e1EOfthgAJ"
681453263,neutral,"@united @AmericanAir THIS IS THE  YEAR FOR VAN GOGH FANS TO VISIT EUROPE
http://t.co/e1EOfthgAJ"
681453265,negative,"@united please explain why I need to pay bag fees twice, equally $1200, because a delayed flight resulted in bags being rechecked overnight?"
681453267,negative,"@united - watched the entire #UNCvsDUKE game on the Tarmac before Cancelled Flighting my flight because crew timed out, right before my 4hr flight...."
681453268,negative,"@united reFlight Booking Problems would not have made me reach on time for my meeting. Also didn't wanna take a chance, Booked myself on @etihad instead"
681453270,neutral,@united - who can eat at an airport for $7? #areyounew? #incompetent #no800number #feeltheheat
681453271,negative,"@united - vacation days: relevant, Ritz in PR for the night: $700, losing a day to idiots and sleeping at the Newark ramada; #priceless"
681453273,negative,@united - That time when I spent a night trying to sleep in a toddler bed at the airport Ramada without my luggage you kidnapped #furious
681453275,negative,@united I am calling to check on a future flight and your first agent hung up and now you sent me to the pet travel line!! This is HELL!!
681453276,negative,@united fyi the site/app still shows plenty of the unavailable flights I had errors with. Almost 24 hrs after sellout. Flying @AmericanAir
681453277,negative,@united sure... You've been saying that for as long as I've been tweeting about your obsolete fleet.  Promises are free.
681453278,positive,@united followed and messaged. Thanks so much for the help.
681453280,neutral,@united I did not.  That's why I am VERY concerned.
681453281,negative,@united Please consider letting flyers with no overhead bin items board/deplane first (after first class). Make sense?
681453283,negative,@united i will never be flying with #UnitedAirlines ever again. $285 for checked bags? All under 50lbs? #angrycustomer #unitedairlinessuck
681453285,positive,@united Thanks JT
681453286,neutral,@united Trying to locate passenger that landed 2 hrs ago in @HeathrowAirport UA938. can you assist? Is flight still in customs? PLEASE help
681453288,positive,@united Thank you! Off to LA to do something very special.
681453291,negative,@united The flight turned around for mechanical reasons on 1/30/15.  Never to fly United again as they don't check their planes properly.
681453293,negative,@united Is it customary to upgrade a flight attendant in uniform vs passengers? One is in 1B on flt 1020 now to IAH
681453295,negative,".@united you should really have that addressed somewhere on the website, find that completely irritating &amp; am unable to take my flight now."
681453296,negative,@united UA1740. 4.5 hr mechanical delay all I get is $50 voucher? Will tweet when I book next trip not on UA.
681453298,negative,@united spends 20 minutes beating up a lady about her bag fees.  Random stranger comes up and pays the fee.  #Randomactsofcorporategreed
681453300,neutral,@united for a fee...
681453301,negative,@united hi.I am still waiting for the refund. This is ridiculous.Or u approve my tickets or u give me a refund.Please advise wht is going on
681453303,neutral,"@united Hi, booked a flight yesterday and received an email w/ confirmation number but today I got this error ""no active flight segments"""
681453305,neutral,@united any updates with the DOT looking at the united fares from London to the US from last week?
681453307,negative,@united thanks ^mr i got rebooked already but I lost my first class seat. Such is life.
681453308,negative,"@united booked a flight yesterday, appeared in my account + confirm email but since a few hours all disappeared and err ""no segment in this"""
681453310,negative,"@united no- we are boarding- but why can't your agents, on the phone, taking care of 1K travellers, link reservations?!?!!"
681453312,negative,"@united EWR ppl told me to call 1800#, have 2x/day since Monday. Still at layover loc. have that ref # tho. Any help appreciated."
681453313,negative,@united Ruth was VERY helpful in re-routing us to Punta Cana when Dulles connection failed. Other reps- NOT so helpful.
681453315,positive,@united Thank you!! _��_
681453317,negative,@united we booked at the same time AND he called was told confirmed we were linked. Even after he had to make changes to his rez.
681453318,negative,@united you board a 630a flight and then Cancelled Flight it because it doesn't have a pilot?  Now I miss my meeting Atlanta because someone slept in?
681453320,neutral,"@united I don't have a milage number. I can't sent my mail to you via DM, you're not following me. I follow you now, so you can sent me a DM"
681453321,negative,@united no response 3 weeks since complaint submitted and 3 days since you all said you would look into it
681453323,negative,@united thx. Come hell or high water...
681453325,negative,"@united worried the cold weather or snow would delay us this morning, but no it was the pilots. #stillwaiting"
681453327,negative,@united rushed through the -6 degree weather to get to the airport on time. Too bad the pilots didn't do the same. #stillwaiting.
681453328,neutral,@united refund?
681453330,neutral,@united aisle please
681453332,positive,@united thanks for the quick reply! I just fill in the form #idnumber8569822 #hopetogetanswersoon
681453333,negative,"@united - handed a slip of paper,&amp;said to call 1800#. Have called 2x/day trying to get it sent, still @ layover airport.Have that ref # tho."
681453335,neutral,@united @staralliance good.  Maybe that will make up for losing my medallion.  #ProbablyNot
681453337,positive,@united that's fine. I'll take them.
681453338,neutral,@united I live abroad and am Flight Booking Problems flights for when I come visit the states :(
681453340,neutral,@united I have.
681453343,negative,"@united to recap, you bounced me off my flight, LIED TO ME, then hung up on me. What am I supposed to think/do now?"
